학교ID,학교명,학교급구분,소재지도로명주소,생성일자,변경일자,위도,경도
B000002896,대구진월초등학교,초등학교,대구광역시 달서구 진천로4길 32,2013-11-29,2019-09-10,35.8110011,128.5282555
B000002897,대구대진초등학교,초등학교,대구광역시 달서구 상화로 70,2013-11-29,2019-09-10,35.8066622,128.5217803
B000002898,대구감삼초등학교,초등학교,대구광역시 달서구 당산로 123,2013-11-29,2019-09-10,35.8493001,128.5452328
B000002899,대구본리초등학교,초등학교,대구광역시 달서구 장기로 198,2013-11-29,2019-09-10,35.8445943,128.5386527
B000002900,대구성남초등학교,초등학교,대구광역시 달서구 성당로47길 35,2013-11-29,2019-09-10,35.85332926,128.5722862
B000002901,대구내당초등학교,초등학교,대구광역시 달서구 명덕로 22-9,2013-11-29,2019-09-10,35.8605408,128.5725022
B000002902,대구신흥초등학교,초등학교,대구광역시 달서구 두류공원로 257,2013-11-29,2019-09-10,35.8564345,128.5567464
B000002903,대구성당초등학교,초등학교,대구광역시 달서구 대명천로 118,2013-11-29,2019-09-10,35.8407442,128.5473222
B000002904,대구덕인초등학교,초등학교,대구광역시 달서구 대명천로43길 66,2013-11-29,2019-09-10,35.8387263,128.5344964
B000002905,대구남부초등학교,초등학교,대구광역시 달서구 야외음악당로15길 46,2013-11-29,2019-09-10,35.8447133,128.5499859
B000002906,대구신서초등학교,초등학교,대구광역시 달서구 계대동문로3길 46,2013-11-29,2019-09-10,35.8580667,128.494766
B000002907,대구신당초등학교,초등학교,대구광역시 달서구 서당로 14,2013-11-29,2019-09-10,35.8533103,128.4963241
B000002908,대구성지초등학교,초등학교,대구광역시 달서구 새동네로 27,2013-11-29,2019-09-10,35.8530239,128.5186741
B000002909,대구성서초등학교,초등학교,대구광역시 달서구 달구벌대로 1339,2013-11-29,2019-09-10,35.8519613,128.5144568
B000002910,대구죽전초등학교,초등학교,대구광역시 달서구 죽전길 127,2013-11-29,2019-09-10,35.8576883,128.539937
B000002911,대구성산초등학교,초등학교,대구광역시 달서구 선원남로 173,2013-11-29,2019-09-10,35.8578839,128.5188618
B000002912,대구선원초등학교,초등학교,대구광역시 달서구 선원로33길 105,2013-11-29,2019-09-10,35.8612634,128.5154071
B000002913,대구용산초등학교,초등학교,대구광역시 달서구 와룡로49길 80,2013-11-29,2019-09-10,35.8554756,128.5322549
B000002914,대구용전초등학교,초등학교,대구광역시 달서구 용산로 260,2013-11-29,2019-09-10,35.8609762,128.5312642
B000002915,대구장산초등학교,초등학교,대구광역시 달서구 장산로 30,2013-11-29,2019-09-10,35.8547707,128.5265462
B000002916,대구와룡초등학교,초등학교,대구광역시 달서구 선원남로 22,2013-11-29,2019-09-10,35.8570908,128.5018281
B000002917,대구이곡초등학교,초등학교,대구광역시 달서구 선원남로 120,2013-11-29,2019-09-10,35.8568211,128.5136512
B000002918,대구성곡초등학교,초등학교,대구광역시 달서구 선원남로 127,2013-11-29,2019-09-10,35.8580543,128.5136126
B000002919,대구장성초등학교,초등학교,대구광역시 달서구 달구벌대로 1429-11,2013-11-29,2019-09-10,35.8503483,128.5229433
B000002920,대구장동초등학교,초등학교,대구광역시 달서구 달구벌대로304길 112,2013-11-29,2019-09-10,35.8445984,128.5318015
B000002921,대구호산초등학교,초등학교,대구광역시 달서구 달서대로109길 116,2013-11-29,2019-09-10,35.8489555,128.4791174
B000002922,대구파호초등학교,초등학교,대구광역시 달서구 달서대로109안길 76,2013-11-29,2019-09-10,35.8505565,128.481525
B000002923,효성초등학교,초등학교,대구광역시 달서구 송현로 81,2013-11-29,2019-09-10,35.8242155,128.5434178
B000002924,대구다사초등학교,초등학교,대구광역시 달성군 다사읍 다사로 86,2013-11-29,2019-09-10,35.8690349,128.4586371
B000002925,대구왕선초등학교,초등학교,대구광역시 달성군 다사읍 대실역북로 93,2013-11-29,2019-09-10,35.8632119,128.465328
B000002926,대구매곡초등학교,초등학교,대구광역시 달성군 다사읍 대실역북로3길 6,2013-11-29,2019-09-10,35.8621944,128.4685331
B000002927,대구서재초등학교,초등학교,대구광역시 달성군 다사읍 서재로 100,2013-11-29,2019-09-10,35.8722228,128.4982526
B000002928,대구도림초등학교,초등학교,대구광역시 달성군 다사읍 서재로26길 94,2013-11-29,2019-09-10,35.8779546,128.4997005
B000002929,대구죽곡초등학교,초등학교,대구광역시 달성군 다사읍 죽곡1길 18,2013-11-29,2019-09-10,35.8565749,128.463128
B000002930,대구천내초등학교,초등학교,대구광역시 달성군 화원읍 성천로 192,2013-11-29,2019-09-10,35.8094091,128.5020282
B000002931,대구화남초등학교,초등학교,대구광역시 달성군 화원읍 명천로 181,2013-11-29,2019-09-10,35.7997494,128.4981648
B000002932,대구명곡초등학교,초등학교,대구광역시 달성군 화원읍 명곡로 40,2013-11-29,2019-09-10,35.7966371,128.4961827
B000002933,대구화원초등학교,초등학교,대구광역시 달성군 화원읍 비슬로 2580,2013-11-29,2019-09-10,35.8033315,128.4996244
B000002934,대구화동초등학교,초등학교,대구광역시 달성군 화원읍 성암로 38,2013-11-29,2019-09-10,35.7997582,128.5096159
B000002935,대구금포초등학교,초등학교,대구광역시 달성군 논공읍 금포초등길 28,2013-11-29,2019-09-10,35.7744897,128.4260848
B000002936,대구북동초등학교,초등학교,대구광역시 달성군 논공읍 논공로11길 18,2013-11-29,2019-09-10,35.7294657,128.4406464
B000002937,대구논공초등학교,초등학교,대구광역시 달성군 논공읍 논공로7길 41,2013-11-29,2019-09-10,35.7311279,128.4374078
B000002938,대구남동초등학교,초등학교,대구광역시 달성군 논공읍 논공로 258,2013-11-29,2019-09-10,35.7246588,128.4564671
B000002939,대구동곡초등학교,초등학교,대구광역시 달성군 하빈면 달구벌대로55길 104-4,2013-11-29,2019-09-10,35.8791451,128.41783
B000002940,대구하빈초등학교,초등학교,대구광역시 달성군 하빈면 하빈로 391-1,2013-11-29,2019-09-10,35.9015587,128.4421533
B000002941,대구반송초등학교,초등학교,대구광역시 달성군 옥포읍 용연사길 5,2013-11-29,2019-09-10,35.7563979,128.4944993
B000002942,대구금계초등학교,초등학교,대구광역시 달성군 옥포읍 금계길 55,2013-11-29,2019-09-10,35.7888893,128.443749
B000002943,대구옥포초등학교,초등학교,대구광역시 달성군 옥포읍 비슬로 2220,2013-11-29,2019-09-10,35.788282,128.4644117
B000002944,대구가창초등학교,초등학교,대구광역시 달성군 가창면 가창로 640,2013-11-29,2019-09-10,35.7710639,128.6482483
B000002945,대구용계초등학교,초등학교,대구광역시 달성군 가창면 가창로221길 1,2013-11-29,2019-09-10,35.8045644,128.6217931
B000002946,대구현풍초등학교,초등학교,대구광역시 달성군 현풍면 비슬로134길 167-6,2013-11-29,2019-09-10,35.6978796,128.4482704
B000002948,대구구지초등학교,초등학교,대구광역시 달성군 구지면 창리로11길 45-11,2013-11-29,2019-09-10,35.66021121,128.4125566
B000002949,인천신흥초등학교,초등학교,인천광역시 중구 제물량로 134,2013-11-29,2019-09-10,37.470254,126.6285263
B000002950,인천신광초등학교,초등학교,인천광역시 중구 인중로 63,2013-11-29,2019-09-10,37.46433398,126.6345104
B000002951,인천신선초등학교,초등학교,인천광역시 중구 축항대로291번길 33,2013-11-29,2019-09-10,37.4515517,126.6276157
B000002952,인천송월초등학교,초등학교,인천광역시 중구 자유공원로 106-8,2013-11-29,2019-09-10,37.478483,126.6246821
B000002953,인천운서초등학교,초등학교,인천광역시 중구 운서2로 57,2013-11-29,2019-09-10,37.4837988,126.512218
B000002954,인천용유초등학교,초등학교,인천광역시 중구 남북로 87,2013-11-29,2019-09-10,37.4476138,126.4117314
B000002955,인천연안초등학교,초등학교,인천광역시 중구 연안부두로33번길 53,2013-11-29,2019-09-10,37.4537576,126.6076848
B000002956,인천운남초등학교,초등학교,인천광역시 중구 운남서로 38,2013-11-29,2019-09-10,37.4902935,126.5302582
B000002957,인천공항초등학교,초등학교,인천광역시 중구 신도시남로 43,2013-11-29,2019-09-10,37.4918637,126.4860019
B000002958,인천삼목초등학교,초등학교,인천광역시 중구 신도시북로 42,2013-11-29,2019-09-10,37.4986635,126.4863507
B000002959,인천영종초등학교,초등학교,인천광역시 중구 하늘달빛로 133,2013-11-29,2019-09-10,37.48870071,126.5537218
B000002960,인성초등학교,초등학교,인천광역시 중구 신포로39번길 42,2013-11-29,2019-09-10,37.47394616,126.6242485
B000002961,인천용유초등학교무의분교장,초등학교,인천광역시 중구 대무의로 302-8,2013-11-29,2019-09-10,37.3901947,126.4260259
B000002962,인천영종초등학교금산분교장,초등학교,인천광역시 중구 백운로414번길 63-50,2013-11-29,2019-09-10,37.5133248,126.5214455
B000002963,인천만석초등학교,초등학교,인천광역시 동구 제물량로 412,2013-11-29,2019-09-10,37.4842211,126.6280155
B000002964,인천송현초등학교,초등학교,인천광역시 동구 송화로 45,2013-11-29,2019-09-10,37.4819618,126.633658
B000002965,인천창영초등학교,초등학교,인천광역시 동구 우각로15번길 16,2013-11-29,2019-09-10,37.471585,126.6396937
B000002966,인천송림초등학교,초등학교,인천광역시 동구 배송로 2,2013-11-29,2019-09-10,37.4741323,126.6377472
B000002967,인천서흥초등학교,초등학교,인천광역시 동구 샛골로 189,2013-11-29,2019-09-10,37.4789165,126.6445955
B000002968,인천서림초등학교,초등학교,인천광역시 동구 금곡로 105,2013-11-29,2019-09-10,37.4754622,126.6465266
B000002969,인천동명초등학교,초등학교,인천광역시 동구 송림로70번길 10,2013-11-29,2019-09-10,37.47415,126.6421751
B000002970,영화초등학교,초등학교,인천광역시 동구 우각로 39,2013-11-29,2019-09-10,37.4711916,126.6404233
B000002971,인천숭의초등학교,초등학교,인천광역시 미추홀구 장천로 99,2013-11-29,2019-09-10,37.4634043,126.655086
B000002972,인천용정초등학교,초등학교,인천광역시 미추홀구 독정안길 26,2013-11-29,2019-09-10,37.4594038,126.6572363
B000002973,인천용일초등학교,초등학교,인천광역시 미추홀구 인주대로 244,2013-11-29,2019-09-10,37.452673,126.6631839
B000002974,인천용현초등학교,초등학교,인천광역시 미추홀구 낙섬동로 83,2013-11-29,2019-09-10,37.4534508,126.6414555
B000002975,인천용현남초등학교,초등학교,인천광역시 미추홀구 매소홀로 133,2013-11-29,2019-09-10,37.4477257,126.6416335
B000002976,인천학산초등학교,초등학교,인천광역시 미추홀구 한나루로357번길 66,2013-11-29,2019-09-10,37.4394172,126.6582557
B000002977,인천백학초등학교,초등학교,인천광역시 미추홀구 매소홀로446번길 25,2013-11-29,2019-09-10,37.4387974,126.6719871
B000002978,인천도화초등학교,초등학교,인천광역시 미추홀구 경인로 242,2013-11-29,2019-09-10,37.4634425,126.668245
B000002979,인천문학초등학교,초등학교,인천광역시 미추홀구 매소홀로 553(문학동),2013-11-29,2019-09-10,37.4395489,126.6828637
B000002980,인천관교초등학교,초등학교,인천광역시 미추홀구 인하로 414,2013-11-29,2019-09-10,37.4460567,126.6925736
B000002981,인천경원초등학교,초등학교,인천광역시 미추홀구 경인로 511(주안동),2013-11-29,2019-09-10,37.4612243,126.6956395
B000002982,인천석암초등학교,초등학교,인천광역시 미추홀구 주안동로 46,2013-11-29,2019-09-10,37.4620725,126.6869618
B000002983,인천남부초등학교,초등학교,인천광역시 미추홀구 인주대로366번길 22(주안동),2013-11-29,2019-09-10,37.4503628,126.6762271
B000002984,인천승학초등학교,초등학교,인천광역시 미추홀구 주승로 259,2013-11-29,2019-09-10,37.4403252,126.6963967
B000002985,인천서화초등학교,초등학교,인천광역시 미추홀구 송림로 250,2013-11-29,2019-09-10,37.4737961,126.6609888
B000002986,인천대화초등학교,초등학교,인천광역시 미추홀구 석정로301번길 13,2013-11-29,2019-09-10,37.4688635,126.6686835
B000002987,인천주안북초등학교,초등학교,인천광역시 미추홀구 석정로375번길 14,2013-11-29,2019-09-10,37.4681659,126.6781316
B000002989,인천주안남초등학교,초등학교,인천광역시 미추홀구 인주대로434번길 11,2013-11-29,2019-09-10,37.4500131,126.6852638
B000002990,인천학익초등학교,초등학교,인천광역시 미추홀구 한나루로403번길 122(학익동),2013-11-29,2019-09-10,37.4465409,126.658828
B000002991,인천인주초등학교,초등학교,인천광역시 미추홀구 매소홀로475번길 53,2013-11-29,2019-09-10,37.44238844,126.673725
B000002992,인천연학초등학교,초등학교,인천광역시 미추홀구 주승로 20,2013-11-29,2019-09-10,37.4434194,126.671905
B000002993,연평초등학교,초등학교,인천광역시 옹진군 연평면 연평로137번길 101,2013-11-29,2019-09-10,37.6634884,125.7039556
B000002994,대청초등학교,초등학교,인천광역시 옹진군 대청면 대청로244번길 110,2013-11-29,2019-09-10,37.8325787,124.6995157
B000002995,영흥초등학교,초등학교,인천광역시 옹진군 영흥면 영흥로 440-8,2013-11-29,2019-09-10,37.2542151,126.4674674
B000002996,덕적초등학교,초등학교,인천광역시 옹진군 덕적면 덕적남로 15,2013-11-29,2019-09-10,37.2255857,126.1475987
B000002997,북포초등학교,초등학교,인천광역시 옹진군 백령면 가을길 117,2013-11-29,2019-09-10,37.9585564,124.6642346
B000002998,백령초등학교,초등학교,인천광역시 옹진군 백령면 백령로316번길 91,2013-11-29,2019-09-10,37.9758358,124.7183748
B000002999,인천공항초등학교신도분교장,초등학교,인천광역시 옹진군 북도면 신도로896번길 18-31,2013-11-29,2019-09-10,37.5203188,126.4429946
B000003000,인천삼목초등학교장봉분교장,초등학교,인천광역시 옹진군 북도면 장봉로 553,2013-11-29,2019-09-10,37.5340595,126.3372395
B000003001,대청초등학교소청분교장,초등학교,인천광역시 옹진군 대청면 소청동로 69-13,2013-11-29,2019-09-10,37.7737257,124.7536998
B000003003,인천주안남초등학교승봉분교장,초등학교,인천광역시 옹진군 자월면 승봉로67번길 43-18,2013-11-29,2019-09-10,37.1706414,126.2969744
B000003004,인천남부초등학교이작분교장,초등학교,인천광역시 옹진군 자월면 대이작로 60,2013-11-29,2019-09-10,37.17676407,126.2527612
B000003005,인천용현남초등학교자월분교장,초등학교,인천광역시 옹진군 자월면 자월서로 177,2013-11-29,2019-09-10,37.2537741,126.306406
B000003006,인천부평서초등학교,초등학교,인천광역시 부평구 부평문화로53번길 19,2013-11-29,2019-09-10,37.4948457,126.7214001
B000003007,인천부곡초등학교,초등학교,인천광역시 부평구 마장로272번길 73,2013-11-29,2019-09-10,37.5032801,126.7067437
B000003008,인천마곡초등학교,초등학교,인천광역시 부평구 마곡로27번길 16,2013-11-29,2019-09-10,37.5118413,126.6977802
B000003009,인천대정초등학교,초등학교,인천광역시 부평구 안남로 115,2013-11-29,2019-09-10,37.4936793,126.7092627
B000003010,인천청천초등학교,초등학교,인천광역시 부평구 산청로127번길 12-5,2013-11-29,2019-09-10,37.5203824,126.700775
B000003011,인천갈산초등학교,초등학교,인천광역시 부평구 갈월동로 55,2013-11-29,2019-09-10,37.5124666,126.7281169
B000003012,인천후정초등학교,초등학교,인천광역시 부평구 영성서로 56,2013-11-29,2019-09-10,37.5229337,126.7435191
B000003013,인천영선초등학교,초등학교,인천광역시 부평구 충선로 293,2013-11-29,2019-09-10,37.5155008,126.7345368
B000003014,인천진산초등학교,초등학교,인천광역시 부평구 굴포로 194-10,2013-11-29,2019-09-10,37.5129355,126.74161
B000003015,인천구산초등학교,초등학교,인천광역시 부평구 부개로 93,2013-11-29,2019-09-10,37.5058999,126.7392998
B000003016,인천부일초등학교,초등학교,인천광역시 부평구 부흥북로 175,2013-11-29,2019-09-10,37.501019,126.74149
B000003017,인천부내초등학교,초등학교,인천광역시 부평구 수변로 129,2013-11-29,2019-09-10,37.4981108,126.7416914
B000003018,인천부개서초등학교,초등학교,인천광역시 부평구 부일로 39,2013-11-29,2019-09-10,37.490107,126.7352774
B000003019,인천부광초등학교,초등학교,인천광역시 부평구 충선로 104,2013-11-29,2019-09-10,37.4990819,126.7366456
B000003020,인천일신초등학교,초등학교,인천광역시 부평구 항동로75번길 36,2013-11-29,2019-09-10,37.4835281,126.7426552
B000003021,인천금마초등학교,초등학교,인천광역시 부평구 일신로 88,2013-11-29,2019-09-10,37.4781795,126.7492694
B000003022,인천상정초등학교,초등학교,인천광역시 부평구 상정로 50,2013-11-29,2019-09-10,37.4795504,126.6990227
B000003023,인천부평북초등학교,초등학교,인천광역시 부평구 주부토로 292,2013-11-29,2019-09-10,37.5204552,126.7295549
B000003024,인천갈월초등학교,초등학교,인천광역시 부평구 주부토로 165,2013-11-29,2019-09-10,37.5098063,126.7250686
B000003025,인천부개초등학교,초등학교,인천광역시 부평구 마분로 9,2013-11-29,2019-09-10,37.4852903,126.7385857
B000003026,인천동수초등학교,초등학교,인천광역시 부평구 동수로120번길 10,2013-11-29,2019-09-10,37.4842587,126.731102
B000003027,인천부원초등학교,초등학교,인천광역시 부평구 원적로472번길 29,2013-11-29,2019-09-10,37.5022112,126.7195031
B000003028,인천부흥초등학교,초등학교,인천광역시 부평구 부흥로 366,2013-11-29,2019-09-10,37.4977591,126.7325552
B000003029,인천부평동초등학교,초등학교,인천광역시 부평구 부평대로 88,2013-11-29,2019-09-10,37.4991383,126.7225754
B000003030,인천부평남초등학교,초등학교,인천광역시 부평구 경인로911번길 28,2013-11-29,2019-09-10,37.48870773,126.7202044
B000003031,인천산곡북초등학교,초등학교,인천광역시 부평구 산청로 18,2013-11-29,2019-09-10,37.5111542,126.7020688
B000003032,인천산곡초등학교,초등학교,인천광역시 부평구 길주로354번길 39,2013-11-29,2019-09-10,37.50684705,126.7012039
B000003033,인천부마초등학교,초등학교,인천광역시 부평구 안남로253번길 41,2013-11-29,2019-09-10,37.5064318,126.7057506
B000003034,인천미산초등학교,초등학교,인천광역시 부평구 원적로 391,2013-11-29,2019-09-10,37.5044542,126.7097952
B000003035,인천산곡남초등학교,초등학교,인천광역시 부평구 부흥로144번길 30,2013-11-29,2019-09-10,37.497211,126.7064345
B000003036,인천신촌초등학교,초등학교,인천광역시 부평구 경원대로 1215,2013-11-29,2019-09-10,37.4868394,126.7066891
B000003037,인천하정초등학교,초등학교,인천광역시 부평구 이규보로 14,2013-11-29,2019-09-10,37.4752034,126.7006997
B000003038,인천십정초등학교,초등학교,인천광역시 부평구 배곶북로 10-6,2013-11-29,2019-09-10,37.4742768,126.697765
B000003039,인천백운초등학교,초등학교,인천광역시 부평구 아트센터로 130,2013-11-29,2019-09-10,37.4800604,126.7049031
B000003040,인천동암초등학교,초등학교,인천광역시 부평구 동암남로35번길 4,2013-11-29,2019-09-10,37.4720209,126.7074838
B000003041,인천용마초등학교,초등학교,인천광역시 부평구 세월천로30번길 58,2013-11-29,2019-09-10,37.5156365,126.7073811
B000003042,인천마장초등학교,초등학교,인천광역시 부평구 안남로 266,2013-11-29,2019-09-10,37.5064316,126.7094411
B000003043,인천개흥초등학교,초등학교,인천광역시 부평구 길주남로65번길 11(부평동),2013-11-29,2019-09-10,37.5048864,126.7280192
B000003044,인천삼산초등학교,초등학교,인천광역시 부평구 후정동로 44,2013-11-29,2019-09-10,37.5209619,126.7388337
B000003045,인천한길초등학교,초등학교,인천광역시 부평구 영성중로 32,2013-11-29,2019-09-10,37.5190668,126.7456447
B000003046,인천굴포초등학교,초등학교,인천광역시 부평구 충선로234번길 19,2013-11-29,2019-09-10,37.5107999,126.7368415
B000003047,한일초등학교,초등학교,인천광역시 부평구 원적로 247,2013-11-29,2019-09-10,37.50573944,126.6937076
B000003048,인천명선초등학교,초등학교,인천광역시 연수구 컨벤시아대로42번길 64,2013-11-29,2019-09-10,37.4026879,126.6473397
B000003049,인천축현초등학교,초등학교,인천광역시 연수구 청량로 176,2013-11-29,2019-09-10,37.4226673,126.6543927
B000003050,인천송도초등학교,초등학교,인천광역시 연수구 비류대로214번길 21,2013-11-29,2019-09-10,37.4266126,126.6584899
B000003051,인천능허대초등학교,초등학교,인천광역시 연수구 한진로 12,2013-11-29,2019-09-10,37.4240843,126.6487672
B000003052,인천선학초등학교,초등학교,인천광역시 연수구 선학로 67,2013-11-29,2019-09-10,37.4239933,126.7001822
B000003053,인천중앙초등학교,초등학교,인천광역시 연수구 새말로 153,2013-11-29,2019-09-10,37.4171214,126.6859486
B000003054,인천연화초등학교,초등학교,인천광역시 연수구 원인재로 150,2013-11-29,2019-09-10,37.4113731,126.681603
B000003055,인천함박초등학교,초등학교,인천광역시 연수구 함박뫼로 87,2013-11-29,2019-09-10,37.4241458,126.6772181
B000003056,인천청학초등학교,초등학교,인천광역시 연수구 함박뫼로 25,2013-11-29,2019-09-10,37.420006,126.6707028
B000003057,인천청량초등학교,초등학교,인천광역시 연수구 먼우금로 158,2013-11-29,2019-09-10,37.4119014,126.6746976
B000003058,인천연성초등학교,초등학교,인천광역시 연수구 원인재로 116,2013-11-29,2019-09-10,37.408728,126.679422
B000003059,인천동춘초등학교,초등학교,인천광역시 연수구 앵고개로 224,2013-11-29,2019-09-10,37.4098033,126.6686429
B000003060,인천동막초등학교,초등학교,인천광역시 연수구 원인재로 36,2013-11-29,2019-09-10,37.4026697,126.6744017
B000003061,인천서면초등학교,초등학교,인천광역시 연수구 먼우금로 54,2013-11-29,2019-09-10,37.4037816,126.6706464
B000003062,인천연수초등학교,초등학교,인천광역시 연수구 원인재로 324,2013-11-29,2019-09-10,37.4225729,126.6945886
B000003063,인천문남초등학교,초등학교,인천광역시 연수구 먼우금로 273,2013-11-29,2019-09-10,37.4209796,126.6793988
B000003064,인천옥련초등학교,초등학교,인천광역시 연수구 한진로 30,2013-11-29,2019-09-10,37.4255548,126.6491564
B000003065,인천신정초등학교,초등학교,인천광역시 연수구 아트센터대로97번길 72,2013-11-29,2019-09-10,37.3973198,126.6444017
B000003066,인천해송초등학교,초등학교,인천광역시 연수구 인천타워대로54번길 46,2013-11-29,2019-09-10,37.3808113,126.6492323
B000003067,인천신송초등학교,초등학교,인천광역시 연수구 해돋이로56번길 28,2013-11-29,2019-09-10,37.3903466,126.6578254
B000003068,인천먼우금초등학교,초등학교,인천광역시 연수구 해돋이로84번길 33,2013-11-29,2019-09-10,37.3929405,126.6543201
B000003069,인천박문초등학교,초등학교,인천광역시 연수구 봉재산로 138-22,2013-11-29,2019-09-10,37.403093,126.6654692
B000003070,인천남촌초등학교,초등학교,인천광역시 남동구 남촌로 101,2013-11-29,2019-09-10,37.4297218,126.7131715
B000003071,인천성리초등학교,초등학교,인천광역시 남동구 성리로 32-2,2013-11-29,2019-09-10,37.4457036,126.7101268
B000003073,인천정각초등학교,초등학교,인천광역시 남동구 구월로 228,2013-11-29,2019-09-10,37.4557314,126.715356
B000003074,인천간석초등학교,초등학교,인천광역시 남동구 석산로208번길 37,2013-11-29,2019-09-10,37.4588371,126.7161486
B000003075,인천구월서초등학교,초등학교,인천광역시 남동구 문화서로77번길 14,2013-11-29,2019-09-10,37.4530386,126.6956505
B000003076,인천상아초등학교,초등학교,인천광역시 남동구 석산로184번길 66,2013-11-29,2019-09-10,37.4574657,126.7121955
B000003077,상인천초등학교,초등학교,인천광역시 남동구 석산로141번길 29,2013-11-29,2019-09-10,37.4620345,126.7069661
B000003078,인천석정초등학교,초등학교,인천광역시 남동구 석정로539번길 32,2013-11-29,2019-09-10,37.4673128,126.6963182
B000003079,인천만수북초등학교,초등학교,인천광역시 남동구 백범로180번길 25,2013-11-29,2019-09-10,37.4596226,126.7287597
B000003080,인천동부초등학교,초등학교,인천광역시 남동구 만수서로33번길 25,2013-11-29,2019-09-10,37.4628491,126.7275621
B000003081,인천인수초등학교,초등학교,인천광역시 남동구 인수로 3,2013-11-29,2019-09-10,37.4540085,126.7360094
B000003082,인천만수초등학교,초등학교,인천광역시 남동구 소래로 652,2013-11-29,2019-09-10,37.447671,126.7345908
B000003083,인천도림초등학교,초등학교,인천광역시 남동구 논고개로334번길 21,2013-11-29,2019-09-10,37.4191424,126.7318989
B000003084,인천은봉초등학교,초등학교,인천광역시 남동구 은봉로312번길 11,2013-11-29,2019-09-10,37.4053138,126.7249738
B000003085,인천장도초등학교,초등학교,인천광역시 남동구 포구로 112,2013-11-29,2019-09-10,37.4079265,126.7336358
B000003086,인천동방초등학교,초등학교,인천광역시 남동구 논현역로 31,2013-11-29,2019-09-10,37.403095,126.7196291
B000003087,인천원동초등학교,초등학교,인천광역시 남동구 논고개로 38,2013-11-29,2019-09-10,37.39689771,126.7308592
B000003088,인천사리울초등학교,초등학교,인천광역시 남동구 아암대로1437번길 50,2013-11-29,2019-09-10,37.38857697,126.7235882
B000003089,인천고잔초등학교,초등학교,인천광역시 남동구 아암대로1503번길 48,2013-11-29,2019-09-10,37.3929207,126.7285336
B000003090,인천약산초등학교,초등학교,인천광역시 남동구 간석로26번길 10,2013-11-29,2019-09-10,37.4673936,126.7100061
B000003091,인천주원초등학교,초등학교,인천광역시 남동구 주안로259번길 28,2013-11-29,2019-09-10,37.464801,126.7004301
B000003092,인천송천초등학교,초등학교,인천광역시 남동구 앵고개로815번길 45,2013-11-29,2019-09-10,37.3954335,126.7226475
B000003093,인천석천초등학교,초등학교,인천광역시 남동구 남동대로 828,2013-11-29,2019-09-10,37.456344,126.7093145
B000003094,인천신월초등학교,초등학교,인천광역시 남동구 인주대로776번길 14,2013-11-29,2019-09-10,37.4477827,126.723514
B000003095,인천구월초등학교,초등학교,인천광역시 남동구 인주대로721번길 49,2013-11-29,2019-09-10,37.4516686,126.7168439
B000003096,인천소래초등학교,초등학교,인천광역시 남동구 장도로 2,2013-11-29,2019-09-10,37.4041718,126.7344783
B000003097,인천논현초등학교,초등학교,인천광역시 남동구 소래역로 102,2013-11-29,2019-09-10,37.4051582,126.7308797
B000003098,인천논곡초등학교,초등학교,인천광역시 남동구 함박뫼로 429,2013-11-29,2019-09-10,37.4104236,126.7103411
B000003099,인천새말초등학교,초등학교,인천광역시 남동구 만수로50번길 12,2013-11-29,2019-09-10,37.4599641,126.7338558
B000003100,인천조동초등학교,초등학교,인천광역시 남동구 백범로124번길 164,2013-11-29,2019-09-10,37.4607896,126.7398587
B000003101,인천인동초등학교,초등학교,인천광역시 남동구 백범로248번길 38,2013-11-29,2019-09-10,37.4624434,126.7225229
B000003102,인천장수초등학교,초등학교,인천광역시 남동구 담방로 121,2013-11-29,2019-09-10,37.4504134,126.7419009
B000003103,인천담방초등학교,초등학교,인천광역시 남동구 매소홀로 1027,2013-11-29,2019-09-10,37.4402933,126.7365254
B000003104,인천남동초등학교,초등학교,인천광역시 남동구 장승남로33번길 10,2013-11-29,2019-09-10,37.4445609,126.7369723
B000003105,인천서창초등학교,초등학교,인천광역시 남동구 장아산로174번길 8,2013-11-29,2019-09-10,37.4359819,126.7500873
B000003106,경인교육대학교부설초등학교,초등학교,인천광역시 계양구 안남로 612,2013-11-29,2019-09-10,37.5374535,126.7124696
B000003107,인천효성동초등학교,초등학교,인천광역시 계양구 새벌로171번길 4,2013-11-29,2019-09-10,37.533035,126.7164501
B000003108,인천효성남초등학교,초등학교,인천광역시 계양구 새벌로 125,2013-11-29,2019-09-10,37.5283278,126.7158474
B000003109,인천효성초등학교,초등학교,인천광역시 계양구 안남로 601,2013-11-29,2019-09-10,37.5369419,126.7103665
B000003110,인천해서초등학교,초등학교,인천광역시 계양구 계산로 42-1,2013-11-29,2019-09-10,37.5399328,126.7177328
B000003111,인천안남초등학교,초등학교,인천광역시 계양구 경명대로1114번길 26,2013-11-29,2019-09-10,37.5407443,126.7317533
B000003112,인천성지초등학교,초등학교,인천광역시 계양구 아나지로247번길 8,2013-11-29,2019-09-10,37.5262356,126.7199968
B000003113,인천화전초등학교,초등학교,인천광역시 계양구 효서로303번길 8,2013-11-29,2019-09-10,37.5286249,126.7312468
B000003114,인천서운초등학교,초등학교,인천광역시 계양구 서운로 12,2013-11-29,2019-09-10,37.5268884,126.7447561
B000003115,인천신대초등학교,초등학교,인천광역시 계양구 계산새로 133,2013-11-29,2019-09-10,37.5390334,126.7435375
